chr	start	end	num_snp	k	local_h2g	var	se	z	p
5	139265072	140645971	1484	50	6.2704e-05	1.2202e-08	0.00011046	0.56766	0.28513
5	140645971	142981248	3386	50	0.001269	3.7114e-08	0.00019265	6.5871	2.2426e-11
5	142981248	144943354	3038	50	0.00012013	1.9729e-08	0.00014046	0.85524	0.19621
5	144943354	147181998	3263	50	1.6192e-05	2.0879e-08	0.0001445	0.11206	0.45539
5	147181998	148662624	2313	50	0.00089366	2.1443e-08	0.00014643	6.1029	5.208e-10
5	148662624	150561298	3044	50	0.00024516	2.4524e-08	0.0001566	1.5655	0.058734
5	150561298	152867774	4291	50	8.9297e-05	2.1579e-08	0.0001469	0.60788	0.27163
5	152867774	153773088	1865	50	9.2498e-06	9.6481e-09	9.8225e-05	0.09417	0.46249
5	153773088	155373505	2622	50	4.1223e-05	1.7597e-08	0.00013265	0.31075	0.37799
5	155373505	156628700	1723	50	9.1599e-05	1.2253e-08	0.00011069	0.82752	0.20397
5	156628700	158825698	3859	50	0.0002389	2.2934e-08	0.00015144	1.5775	0.05734
5	158825698	159973944	2063	50	0.00025544	1.6345e-08	0.00012785	1.998	0.02286
5	159973944	161482133	2556	50	3.0093e-05	1.4034e-08	0.00011847	0.25403	0.39974
5	161482133	162743908	1969	50	9.5533e-05	1.2713e-08	0.00011275	0.84728	0.19842
5	162743908	163771582	1996	50	8.8123e-05	1.354e-08	0.00011636	0.75733	0.22442
5	163771582	165642395	2896	50	4.2935e-05	2.2557e-08	0.00015019	0.28587	0.38749
5	165642395	166847740	1885	50	3.2664e-05	1.6423e-08	0.00012815	0.25489	0.3994
5	166847740	168525318	2562	50	7.0213e-05	2.3307e-08	0.00015267	0.45991	0.32279
5	168525318	169505664	1788	50	7.1004e-05	1.3043e-08	0.00011421	0.62172	0.26706
5	169505664	171074292	2747	50	5.9642e-05	2.0972e-08	0.00014482	0.41184	0.34023
5	171074292	172678327	2806	50	0.00016971	2.2118e-08	0.00014872	1.1411	0.1269
5	172678327	173642871	1954	50	9.7832e-05	1.5368e-08	0.00012397	0.78918	0.215
5	173642871	175450595	3383	50	3.4602e-05	2.614e-08	0.00016168	0.21402	0.41527
5	175450595	177251507	1587	50	0.00028451	1.4595e-08	0.00012081	2.355	0.0092602
5	177251507	178413464	2629	50	6.9165e-05	1.9426e-08	0.00013938	0.49625	0.30986
5	178413464	179401244	1783	50	0.00010042	1.5156e-08	0.00012311	0.81569	0.20734
5	179401244	180559933	2307	50	0.00010135	1.8071e-08	0.00013443	0.75397	0.22543
5	180559933	180885156	271	21	6.4887e-06	2.2971e-09	4.7928e-05	0.13538	0.44615
6	73924	1452362	2668	50	0.0014228	3.3837e-08	0.00018395	7.7346	5.1868e-15
6	1452362	2458936	1696	50	3.352e-05	1.317e-08	0.00011476	0.29209	0.38511
6	2458936	3573593	2441	50	7.0413e-05	1.879e-08	0.00013708	0.51368	0.30374
6	3573593	4617817	2389	50	5.2506e-05	1.7087e-08	0.00013072	0.40167	0.34396
6	4617817	5791472	2322	50	4.2605e-05	1.7341e-08	0.00013168	0.32354	0.37314
6	5791472	6785207	2171	50	0.00010524	1.7235e-08	0.00013128	0.80164	0.21138
6	6785207	7808936	2262	50	0.00018136	1.8833e-08	0.00013723	1.3216	0.093157
6	7808936	9020026	2535	50	3.3725e-05	1.4804e-08	0.00012167	0.27718	0.39082
6	9020026	10540317	2837	50	4.2417e-05	1.8761e-08	0.00013697	0.30968	0.3784
6	10540317	11790816	2176	50	0.00014426	1.5481e-08	0.00012442	1.1594	0.12315
6	11790816	13209388	2113	50	0.00014955	1.5679e-08	0.00012522	1.1943	0.11617
6	13209388	14802924	2561	50	0.00020027	1.9684e-08	0.0001403	1.4274	0.076726
6	14802924	17386405	4252	50	0.00019319	2.7622e-08	0.0001662	1.1624	0.12253
6	17386405	19207487	3471	50	0.00012836	1.8888e-08	0.00013743	0.93396	0.17516
6	19207487	21684065	4037	50	0.00011066	2.689e-08	0.00016398	0.67485	0.24989
6	21684065	22748307	2237	50	0.00015928	1.6902e-08	0.00013001	1.2251	0.11026
6	22748307	23936619	2503	50	5.5271e-05	1.8512e-08	0.00013606	0.40623	0.34229
6	23936619	24852275	1777	50	5.3927e-05	1.3121e-08	0.00011455	0.47078	0.3189
6	24852275	25684587	1771	50	0.00018	1.4111e-08	0.00011879	1.5153	0.064847
6	25684587	26791233	1678	50	0.00027342	1.6669e-08	0.00012911	2.1177	0.0171
6	26791233	28017819	1394	40	0.00050799	1.8401e-08	0.00013565	3.7449	9.0242e-05
6	28017819	28917608	759	25	0.00047231	1.1996e-08	0.00010953	4.3122	8.0815e-06
6	28917608	29737971	171	18	0.00057288	6.9267e-09	8.3227e-05	6.8834	2.922e-12
6	29737971	30798168	229	24	0.00096997	1.1095e-08	0.00010533	9.2088	1.6492e-20
6	30798168	31571218	496	43	0.0020198	2.3443e-08	0.00015311	13.192	4.8698e-40
6	31571218	32682664	549	40	0.0017154	2.1081e-08	0.00014519	11.815	1.6416e-32
6	32682664	33236497	326	41	0.00057255	8.1201e-09	9.0111e-05	6.3539	1.0499e-10
6	33236497	35455756	3288	50	0.00087917	3.198e-08	0.00017883	4.9162	4.4112e-07
6	35455756	37572596	3344	50	0.00049891	2.8564e-08	0.00016901	2.952	0.0015788
6	37572596	39295677	3389	50	4.0438e-05	2.018e-08	0.00014206	0.28466	0.38795
6	39295677	40345115	1583	50	7.4713e-05	1.0975e-08	0.00010476	0.71319	0.23787
6	40345115	42038721	2926	50	0.0002269	2.2629e-08	0.00015043	1.5083	0.065734
6	42038721	43756169	2098	50	0.00072478	2.211e-08	0.0001487	4.8743	5.4598e-07
6	43756169	45406563	2574	50	0.00017038	2.1442e-08	0.00014643	1.1636	0.1223
6	45406563	47311898	2901	50	0.00028029	1.9692e-08	0.00014033	1.9974	0.022891
6	47311898	48391125	1916	50	-6.1461e-06	1.0058e-08	0.00010029	0	0.5
6	48391125	50386145	3489	50	8.217e-05	1.8197e-08	0.0001349	0.60914	0.27122
6	50386145	52210476	2680	50	0.00017798	1.7405e-08	0.00013193	1.3491	0.088654
6	52210476	53279102	1827	50	0.00017231	1.319e-08	0.00011485	1.5003	0.066763
6	53279102	55468270	4281	50	0.00010179	2.2768e-08	0.00015089	0.67462	0.24996
6	55468270	56105313	1372	41	2.1712e-05	7.5894e-09	8.7117e-05	0.24922	0.40159
6	56105313	57599465	1520	50	6.8596e-05	1.1216e-08	0.0001059	0.64773	0.25858
6	57599465	61880512	1659	30	2.7699e-05	1.2457e-08	0.00011161	0.24818	0.402
6	61880512	63552888	2973	50	6.1088e-05	1.8069e-08	0.00013442	0.45445	0.32475
6	63552888	65765742	3393	50	2.5232e-05	2.2221e-08	0.00014907	0.16926	0.43279
6	65765742	67329215	3713	50	6.1099e-05	1.6715e-08	0.00012929	0.47259	0.31825
6	67329215	68849483	3840	50	6.4759e-05	1.573e-08	0.00012542	0.51635	0.30281
6	68849483	69523448	1620	50	5.8431e-05	7.5978e-09	8.7165e-05	0.67034	0.25132
6	69523448	71609510	3760	50	9.6362e-05	1.8337e-08	0.00013541	0.71161	0.23835
6	71609510	73450097	3094	50	2.7693e-05	1.6925e-08	0.0001301	0.21287	0.41572
6	73450097	75462003	3606	50	9.1652e-05	2.1666e-08	0.00014719	0.62267	0.26675
6	75462003	77414881	2482	50	1.5089e-05	1.7639e-08	0.00013281	0.11361	0.45477
6	77414881	78957728	3036	50	7.1568e-05	1.4391e-08	0.00011996	0.59659	0.27539
6	78957728	80691170	2947	50	3.963e-06	1.644e-08	0.00012822	0.030908	0.48767
6	80691170	81929222	2697	50	5.3243e-05	1.3712e-08	0.0001171	0.45469	0.32467
6	81929222	83127149	1738	50	8.4216e-05	1.227e-08	0.00011077	0.76027	0.22355
6	83127149	85209989	2452	50	3.5022e-05	1.711e-08	0.00013081	0.26774	0.39445
6	85209989	87069500	3384	50	5.7062e-05	1.6485e-08	0.00012839	0.44443	0.32836
6	87069500	88822140	2892	50	0.00015863	1.9282e-08	0.00013886	1.1423	0.12666
6	88822140	89973052	1961	50	0.00011746	1.3562e-08	0.00011646	1.0086	0.15658
6	89973052	91843196	2941	50	0.0010112	2.9479e-08	0.00017169	5.8893	1.9395e-09
6	91843196	93428644	2511	50	4.8613e-05	1.4801e-08	0.00012166	0.39958	0.34473
6	93428644	94118142	1533	50	6.4535e-05	8.1582e-09	9.0323e-05	0.7145	0.23746
6	94118142	94441175	440	16	2.6631e-05	2.3141e-09	4.8105e-05	0.5536	0.28993
6	94441175	97093511	4084	50	0.00011318	1.9148e-08	0.00013838	0.81791	0.20671
6	97093511	97842284	1181	50	3.2986e-05	6.757e-09	8.2201e-05	0.40128	0.34411
6	97842284	100630146	3984	50	4.2537e-05	2.3021e-08	0.00015173	0.28035	0.3896
6	100630146	102636772	2631	50	5.369e-05	1.8422e-08	0.00013573	0.39557	0.34621
6	102636772	103983395	2372	50	5.7216e-05	1.1716e-08	0.00010824	0.52859	0.29855
6	103983395	106056733	3555	50	6.7279e-05	2.0695e-08	0.00014386	0.46768	0.32001
6	106056733	107450306	2731	50	0.00054291	2.3521e-08	0.00015337	3.54	0.0002001
6	107450306	108464380	1396	50	0.00018883	1.1242e-08	0.00010603	1.781	0.037457
6	108464380	110304247	2240	50	0.00033238	1.8448e-08	0.00013583	2.4471	0.0072004
6	110304247	112345014	2873	50	0.00010889	2.0588e-08	0.00014349	0.75886	0.22397
6	112345014	114220833	2799	50	0.00010338	1.5739e-08	0.00012546	0.82404	0.20496
6	114220833	116131396	3100	50	4.6423e-05	1.6806e-08	0.00012964	0.35809	0.36014
6	116131396	117672972	2229	50	0.0001899	1.3435e-08	0.00011591	1.6384	0.050673
6	117672972	118963115	1663	50	4.0219e-05	9.2964e-09	9.6418e-05	0.41713	0.33829
6	118963115	119963278	1584	50	8.6655e-05	9.5083e-09	9.751e-05	0.88867	0.18709
6	119963278	120512128	1006	38	5.756e-05	7.7476e-09	8.802e-05	0.65394	0.25658
6	120512128	121905676	2376	50	3.7727e-05	1.5494e-08	0.00012447	0.30309	0.38091
6	121905676	123856181	3355	50	2.5901e-05	1.7457e-08	0.00013213	0.19603	0.42229
6	123856181	125424383	2118	50	6.6057e-05	1.7953e-08	0.00013399	0.49301	0.311
6	125424383	127540461	1905	50	7.0298e-05	1.4529e-08	0.00012054	0.58321	0.27987
6	127540461	129861031	2887	50	4.1209e-05	2.0003e-08	0.00014143	0.29137	0.38538
6	129861031	130935454	2162	50	9.0379e-05	1.5107e-08	0.00012291	0.73532	0.23107
6	130935454	132765669	2758	50	5.3159e-05	1.7609e-08	0.0001327	0.40059	0.34436
6	132765669	134244243	2306	50	9.8075e-05	1.5605e-08	0.00012492	0.7851	0.2162
6	134244243	136224177	2611	50	0.0012233	3.0198e-08	0.00017378	7.0398	9.6242e-13
6	136224177	137614218	1200	50	0.00029255	1.2292e-08	0.00011087	2.6387	0.0041609
6	137614218	138822629	2149	50	0.00019971	1.5922e-08	0.00012618	1.5827	0.056744
6	138822629	139845436	1737	50	0.00010352	1.352e-08	0.00011628	0.89032	0.18665
6	139845436	142288479	3063	50	0.00013639	1.9802e-08	0.00014072	0.96921	0.16622
6	142288479	145319810	4027	50	0.0002757	2.8332e-08	0.00016832	1.6379	0.050717
6	145319810	146665424	1715	50	3.2064e-05	1.4234e-08	0.0001193	0.26875	0.39406
6	146665424	148920352	3711	50	6.9105e-05	2.6455e-08	0.00016265	0.42487	0.33547
6	148920352	150253404	2452	50	0.00015542	1.7049e-08	0.00013057	1.1903	0.11696
6	150253404	151912703	3858	50	0.00019734	2.7572e-08	0.00016605	1.1884	0.11733
6	151912703	153094496	2203	50	0.00011962	1.4658e-08	0.00012107	0.98801	0.16157
6	153094496	154974120	4055	50	0.00013062	2.1946e-08	0.00014814	0.88175	0.18896
6	154974120	156763326	3091	50	9.3421e-05	2.4304e-08	0.0001559	0.59925	0.2745
6	156763326	158218719	1998	50	0.00011421	1.6631e-08	0.00012896	0.88563	0.18791
6	158218719	160580497	4961	50	9.3615e-05	2.6723e-08	0.00016347	0.57267	0.28344
6	160580497	162169564	2985	50	7.4513e-05	2.0339e-08	0.00014262	0.52248	0.30067
6	162169564	162931203	1695	50	1.298e-05	1.2556e-08	0.00011206	0.11583	0.45389
6	162931203	164383521	3177	50	5.525e-05	1.9472e-08	0.00013954	0.39594	0.34607
6	164383521	165586864	2758	50	7.6561e-05	1.6502e-08	0.00012846	0.596	0.27559
6	165586864	167024733	3398	50	3.9397e-05	2.381e-08	0.00015431	0.25532	0.39924
6	167024733	168042835	1916	50	0.00011447	1.3908e-08	0.00011793	0.97067	0.16586
6	168042835	169382050	3733	50	7.7513e-05	2.5021e-08	0.00015818	0.49003	0.31206
6	169382050	170330173	1806	50	9.2439e-05	1.2738e-08	0.00011286	0.81902	0.20639
6	170330173	171051270	1318	50	6.0474e-05	1.058e-08	0.00010286	0.58792	0.27829
7	16161	972752	1639	50	0.00010491	1.4994e-08	0.00012245	0.85679	0.19578
7	972752	1353067	40	6	1.4528e-05	5.353e-10	2.3137e-05	0.62792	0.26503
7	1353067	2062398	70	3	4.8833e-06	7.2698e-10	2.6963e-05	0.18111	0.42814
7	2062398	2772227	1359	50	0.00012959	1.3034e-08	0.00011417	1.1351	0.12816
7	2772227	4573428	4506	50	0.00042215	2.9736e-08	0.00017244	2.4481	0.007181
7	4573428	5416232	1867	50	0.00012137	1.7265e-08	0.00013139	0.92374	0.17781
7	5416232	5854526	694	50	6.064e-05	7.2397e-09	8.5086e-05	0.71268	0.23802
7	5854526	6573857	1112	50	8.597e-05	9.8926e-09	9.9462e-05	0.86435	0.1937
7	6573857	7808752	2742	50	5.2667e-05	2.08e-08	0.00014422	0.36518	0.35749
7	7808752	9123423	3052	50	0.00014077	2.711e-08	0.00016465	0.85495	0.19629
7	9123423	9987499	2356	50	6.4994e-05	1.7115e-08	0.00013083	0.4968	0.30966
7	9987499	11299198	2883	50	7.8206e-05	1.9681e-08	0.00014029	0.55746	0.28861
7	11299198	12635461	3805	50	5.2469e-05	2.5186e-08	0.0001587	0.33062	0.37047
7	12635461	13884202	3119	50	4.1308e-05	2.3795e-08	0.00015426	0.26779	0.39443
7	13884202	15143657	1556	50	8.9449e-05	1.481e-08	0.0001217	0.73501	0.23117
7	15143657	16902069	3604	50	5.5673e-05	2.6321e-08	0.00016224	0.34316	0.36574
7	16902069	19481547	3918	50	0.00032555	2.8854e-08	0.00016986	1.9166	0.027647
7	19481547	20124908	1357	50	5.9641e-05	1.2833e-08	0.00011328	0.52648	0.29928
7	20124908	22507629	5141	50	0.001404	3.8686e-08	0.00019669	7.1384	4.7214e-13
7	22507629	23471442	1456	50	0.00041943	1.4666e-08	0.0001211	3.4634	0.00026669
7	23471442	25077259	3276	50	0.00011415	2.1806e-08	0.00014767	0.77303	0.21975
7	25077259	25909555	1784	50	3.5289e-05	1.2132e-08	0.00011015	0.32038	0.37434
7	25909555	28360309	3611	50	0.00032374	2.6779e-08	0.00016364	1.9783	0.023946
7	28360309	31137289	4822	50	0.00011637	2.6909e-08	0.00016404	0.7094	0.23904
7	31137289	33555768	4763	50	0.00011676	2.631e-08	0.0001622	0.71983	0.23581
7	33555768	36213538	4400	50	2.4144e-05	2.5671e-08	0.00016022	0.15069	0.44011
7	36213538	37555184	2447	50	0.00037785	2.1293e-08	0.00014592	2.5894	0.0048067
7	37555184	38966703	3081	50	2.7551e-05	1.6398e-08	0.00012805	0.21515	0.41483
7	38966703	39862670	1420	50	9.9858e-05	9.4703e-09	9.7315e-05	1.0261	0.15242
7	39862670	42001811	2707	50	0.00014639	1.7965e-08	0.00013403	1.0922	0.13738
7	42001811	43159074	2150	50	2.5833e-05	1.2578e-08	0.00011215	0.23034	0.40891
7	43159074	44763828	2473	50	6.8648e-05	1.6119e-08	0.00012696	0.54071	0.29435
7	44763828	45952922	2013	50	0.00040493	1.6597e-08	0.00012883	3.1431	0.0008357
7	45952922	46986720	2204	50	7.2605e-05	1.1867e-08	0.00010894	0.66649	0.25255
7	46986720	49212278	4713	50	7.399e-05	2.5842e-08	0.00016076	0.46026	0.32266
7	49212278	51675322	4512	50	0.00053789	2.7872e-08	0.00016695	3.2219	0.00063669
7	51675322	53176312	3998	50	6.892e-05	1.9467e-08	0.00013952	0.49397	0.31066
7	53176312	54222976	2297	50	4.8994e-05	1.3289e-08	0.00011528	0.425	0.33542
7	54222976	55691584	3041	50	6.8242e-05	1.8059e-08	0.00013438	0.50781	0.30579
7	55691584	57382638	2788	50	7.7144e-05	1.6378e-08	0.00012798	0.60279	0.27332
7	57382638	63307359	2352	50	5.8868e-05	1.7178e-08	0.00013106	0.44915	0.32666
7	63307359	63641125	577	19	5.7082e-05	6.1689e-09	7.8543e-05	0.72676	0.23369
7	63641125	65689809	3042	50	0.00011942	2.0749e-08	0.00014405	0.82905	0.20354
7	65689809	68234074	5491	50	7.0342e-05	2.6532e-08	0.00016289	0.43184	0.33293
7	68234074	69085364	1717	50	4.2423e-05	1.0818e-08	0.00010401	0.40787	0.34168
7	69085364	71874885	4585	50	6.8772e-05	2.6463e-08	0.00016267	0.42276	0.33624
7	71874885	73334602	1120	50	5.9749e-05	1.0024e-08	0.00010012	0.59679	0.27533
7	73334602	76458564	2668	50	0.0013879	3.1556e-08	0.00017764	7.8132	2.7883e-15
7	76458564	78093859	2952	50	0.00017625	2.1084e-08	0.0001452	1.2138	0.11242
7	78093859	79888069	3109	50	8.9102e-05	2.0343e-08	0.00014263	0.62472	0.26608
7	79888069	82022686	3306	50	8.053e-05	2.2031e-08	0.00014843	0.54255	0.29372
7	82022686	83801203	3381	50	4.3516e-05	1.8372e-08	0.00013554	0.32105	0.37409
7	83801203	85572182	2626	50	1.9575e-05	1.4034e-08	0.00011847	0.16523	0.43438
7	85572182	87825004	2883	50	4.5026e-05	1.8203e-08	0.00013492	0.33373	0.36929
7	87825004	90661784	5263	50	5.683e-05	2.422e-08	0.00015563	0.36516	0.35749
7	90661784	92493752	1837	50	0.00065165	2.034e-08	0.00014262	4.5692	2.448e-06
7	92493752	93966601	1608	50	0.00010987	1.2717e-08	0.00011277	0.97434	0.16494
7	93966601	96073508	2880	50	4.3448e-05	1.8803e-08	0.00013712	0.31685	0.37568
7	96073508	97099570	1518	50	7.241e-05	1.0255e-08	0.00010127	0.71503	0.23729
7	97099570	98715474	2635	50	6.8124e-05	1.7187e-08	0.0001311	0.51964	0.30166
7	98715474	100196651	1201	50	0.00021658	1.285e-08	0.00011336	1.9106	0.028027
7	100196651	101199253	1761	50	0.00011704	1.2177e-08	0.00011035	1.0606	0.14443
7	101199253	103197510	2390	50	0.00033269	2.1248e-08	0.00014577	2.2824	0.011234
7	103197510	104159525	2237	50	4.0888e-05	1.3162e-08	0.00011473	0.3564	0.36077
7	104159525	105682905	2174	50	0.0001153	1.7166e-08	0.00013102	0.88005	0.18942
7	105682905	107780178	3211	50	0.00010359	2.5412e-08	0.00015941	0.64981	0.25791
7	107780178	109647594	2993	50	4.7012e-05	1.7478e-08	0.0001322	0.3556	0.36107
7	109647594	112618684	3676	50	4.1463e-05	2.6192e-08	0.00016184	0.2562	0.3989
7	112618684	113712387	1365	50	0.00022227	1.2828e-08	0.00011326	1.9625	0.024853
7	113712387	116780178	3339	50	9.3467e-05	2.0285e-08	0.00014243	0.65625	0.25583
7	116780178	118351581	2017	50	0.00011113	1.7107e-08	0.00013079	0.8497	0.19775
7	118351581	121045273	2754	50	4.0498e-05	2.1882e-08	0.00014793	0.27377	0.39213
7	121045273	121933630	1448	50	1.1226e-05	7.4834e-09	8.6507e-05	0.12977	0.44837
7	121933630	124156805	3498	50	4.1548e-05	1.7493e-08	0.00013226	0.31414	0.37671
7	124156805	124167552	27	3	8.4257e-06	3.0401e-10	1.7436e-05	0.48324	0.31446
7	124167552	126519170	4546	50	0.00010994	1.9107e-08	0.00013823	0.79533	0.21321
7	126519170	126869221	474	25	5.0397e-05	3.2892e-09	5.7351e-05	0.87875	0.18977
7	126869221	128778386	2873	50	0.00018632	1.8222e-08	0.00013499	1.3803	0.083749
7	128778386	130422414	2394	50	0.00021405	1.7992e-08	0.00013413	1.5958	0.055265
7	130422414	132805848	3746	50	0.00019563	2.7656e-08	0.0001663	1.1764	0.11972
7	132805848	134307596	2185	50	3.5429e-05	1.34e-08	0.00011576	0.30606	0.37978
7	134307596	135591083	2223	50	0.00028542	1.618e-08	0.0001272	2.2438	0.012422
7	135591083	136876562	2159	50	4.3948e-05	1.2807e-08	0.00011317	0.38835	0.34888
7	136876562	138744679	2836	50	0.00010666	2.4185e-08	0.00015551	0.68586	0.2464
7	138744679	139933177	1359	50	0.00033561	1.3765e-08	0.00011732	2.8606	0.0021142
7	139933177	140235210	718	50	0.0001949	7.2242e-09	8.4995e-05	2.293	0.010923
7	140235210	141226557	1148	50	4.5982e-05	8.7265e-09	9.3416e-05	0.49223	0.31128
7	141226557	142656310	2046	50	0.00010051	1.2451e-08	0.00011158	0.90079	0.18385
7	142656310	144968289	2871	50	6.7582e-05	1.7311e-08	0.00013157	0.51366	0.30375
7	144968289	146427960	2519	50	2.5551e-05	1.4078e-08	0.00011865	0.21534	0.41475
7	146427960	147815318	3027	50	6.4211e-05	1.8194e-08	0.00013489	0.47604	0.31702
7	147815318	149840658	3301	50	0.0009609	3.3163e-08	0.00018211	5.2766	6.5812e-08
7	149840658	150711505	1765	50	0.00016875	1.1387e-08	0.00010671	1.5814	0.056888
7	150711505	152249806	2151	50	0.00010616	1.9688e-08	0.00014031	0.7566	0.22464
7	152249806	153674019	2996	50	1.3045e-05	2.0915e-08	0.00014462	0.090197	0.46407
7	153674019	154964730	2454	50	5.7465e-05	1.9492e-08	0.00013961	0.4116	0.34032
7	154964730	156065250	2643	50	9.0695e-05	2.2189e-08	0.00014896	0.60885	0.27131
7	156065250	157634597	3075	50	5.2701e-05	2.2516e-08	0.00015005	0.35122	0.36271
7	157634597	159128575	3208	50	3.037e-05	2.3684e-08	0.0001539	0.19734	0.42178
8	10422	1044217	2108	50	1.627e-05	2.0338e-08	0.00014261	0.11408	0.45459
8	1044217	1163245	429	27	8.704e-06	4.0768e-09	6.385e-05	0.13632	0.44578
8	1163245	2042942	2455	50	8.653e-05	2.3641e-08	0.00015376	0.56277	0.2868
8	2042942	2573279	1493	50	7.4373e-05	1.3286e-08	0.00011527	0.64522	0.25939
8	2573279	3392926	3040	50	-1.1073e-05	2.5766e-08	0.00016052	0	0.5
8	3392926	3783017	1917	50	1.1921e-05	1.7448e-08	0.00013209	0.090248	0.46404
8	3783017	4480476	2925	50	5.3123e-05	2.6342e-08	0.0001623	0.32731	0.37172
8	4480476	5146927	2288	50	8.8902e-05	2.138e-08	0.00014622	0.608	0.27159
8	5146927	6142797	4046	50	6.8843e-05	2.6453e-08	0.00016264	0.42327	0.33605
8	6142797	7153079	2516	50	2.8048e-05	2.2019e-08	0.00014839	0.18902	0.42504
8	7153079	9154694	2739	50	9.4453e-05	2.4662e-08	0.00015704	0.60144	0.27377
8	9154694	9640787	996	46	0.00012367	1.0965e-08	0.00010472	1.181	0.11879
8	9640787	10463197	2029	50	0.00013323	2.1818e-08	0.00014771	0.902	0.18353
8	10463197	11278998	1620	50	4.2105e-05	1.6316e-08	0.00012773	0.32963	0.37084
8	11278998	13491775	4388	50	7.8465e-05	2.6574e-08	0.00016301	0.48134	0.31514
8	13491775	13944992	2119	50	2.9578e-05	1.388e-08	0.00011781	0.25106	0.40088
8	13944992	15991660	5692	50	6.074e-05	2.6445e-08	0.00016262	0.37352	0.35438
8	15991660	17387876	2754	50	4.7133e-05	2.459e-08	0.00015681	0.30057	0.38187
8	17387876	17836399	1274	50	4.8299e-05	1.1158e-08	0.00010563	0.45725	0.32375
8	17836399	19492840	4186	50	9.8943e-05	2.6761e-08	0.00016359	0.60483	0.27265
8	19492840	20060856	1170	50	0.00017383	1.192e-08	0.00010918	1.5922	0.055672
8	20060856	21661737	3302	50	1.4239e-05	2.5932e-08	0.00016103	0.088423	0.46477
8	21661737	22897057	1921	50	0.00024273	1.8629e-08	0.00013649	1.7784	0.037667
8	22897057	24674718	3169	50	0.00070351	2.7891e-08	0.000167	4.2125	1.2629e-05
8	24674718	25483454	1380	50	2.9753e-05	8.1257e-09	9.0143e-05	0.33007	0.37067
8	25483454	26682525	2670	50	4.359e-05	1.7748e-08	0.00013322	0.3272	0.37176
8	26682525	28162392	3282	50	0.00015725	1.9485e-08	0.00013959	1.1265	0.12997
8	28162392	29327896	1439	50	3.8362e-06	1.0212e-08	0.00010106	0.037961	0.48486
8	29327896	31133729	2538	50	0.00016873	1.9127e-08	0.0001383	1.2201	0.11122
8	31133729	31548360	781	38	2.7973e-05	5.0145e-09	7.0813e-05	0.39503	0.34641
8	31548360	32977218	2246	50	2.4708e-05	1.3825e-08	0.00011758	0.21014	0.41678
8	32977218	35317232	3388	50	0.00010805	2.1935e-08	0.0001481	0.72952	0.23284
8	35317232	37379389	1662	50	3.0126e-05	1.2149e-08	0.00011022	0.27332	0.3923
8	37379389	38938806	1591	50	0.00017771	1.3292e-08	0.00011529	1.5414	0.06161
8	38938806	40703337	3163	50	8.9176e-05	1.7583e-08	0.0001326	0.67251	0.25063
8	40703337	41721454	1966	50	4.5692e-05	1.3963e-08	0.00011816	0.38668	0.3495
8	41721454	42773823	918	49	0.00012951	9.4556e-09	9.724e-05	1.3319	0.091447
8	42773823	46841315	510	25	0.00020869	6.523e-09	8.0765e-05	2.5839	0.0048848
8	46841315	50082470	2485	50	0.00025771	2.5183e-08	0.00015869	1.624	0.052188
8	50082470	53302930	5224	50	6.1678e-05	2.642e-08	0.00016254	0.37946	0.35217
8	53302930	54418044	2159	50	2.9385e-05	1.2047e-08	0.00010976	0.26772	0.39446
8	54418044	55945581	2147	50	6.7408e-05	1.3106e-08	0.00011448	0.58881	0.27799
8	55945581	56956383	1610	50	7.6214e-05	1.0692e-08	0.0001034	0.73707	0.23054
8	56956383	59068651	3942	50	7.7611e-05	2.1223e-08	0.00014568	0.53275	0.2971
8	59068651	59728100	1293	50	8.6889e-05	8.1198e-09	9.011e-05	0.96426	0.16746
8	59728100	62329099	3749	50	0.00058927	2.6599e-08	0.00016309	3.6132	0.00015124
8	62329099	63349306	1738	50	9.9077e-05	1.1981e-08	0.00010946	0.90516	0.18269
8	63349306	65232872	2728	50	7.2603e-05	1.6562e-08	0.00012869	0.56415	0.28632
8	65232872	66489090	1642	50	0.00011524	1.2075e-08	0.00010989	1.0487	0.14716
8	66489090	69863057	4204	50	0.00016784	2.7369e-08	0.00016543	1.0145	0.15517
8	69863057	70867979	1734	50	8.6893e-05	1.2252e-08	0.00011069	0.78501	0.21622
8	70867979	72289454	2218	50	0.00013264	1.4286e-08	0.00011953	1.1097	0.13356
8	72289454	73817199	3052	50	9.1427e-05	1.7518e-08	0.00013235	0.69078	0.24485
8	73817199	75445064	2601	50	0.00019523	1.7723e-08	0.00013313	1.4664	0.071264
8	75445064	76456542	1585	50	5.5384e-05	8.8965e-09	9.4321e-05	0.58718	0.27854
8	76456542	79132861	4505	50	0.00015492	2.2982e-08	0.0001516	1.0219	0.15341
8	79132861	81956395	3798	50	0.00039644	2.9468e-08	0.00017166	2.3094	0.01046
8	81956395	82693739	1037	50	5.5664e-05	7.3519e-09	8.5744e-05	0.6492	0.25811
8	82693739	84225589	3051	50	5.3987e-05	1.5535e-08	0.00012464	0.43314	0.33246
8	84225589	85955619	2677	50	7.9339e-05	1.7278e-08	0.00013145	0.60358	0.27306
8	85955619	87411709	1309	48	4.0676e-05	1.0019e-08	0.00010009	0.40638	0.34223
8	87411709	89085481	2714	50	6.0861e-05	1.5887e-08	0.00012604	0.48286	0.3146
